comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,label
6.5454674,10.102386,7.613806,4.2785745,1.175575,5.800736,3.8127856,6.1911106,Item-Image\1013295_F.jpg
6.499176,8.77993,7.01461,3.978148,0.89571565,5.464859,3.9130955,5.021924,Item-Image\1013296_B.jpg
6.4114857,8.551065,7.0275126,3.891013,0.9893837,5.34552,3.9701242,5.004921,Item-Image\1013296_F.jpg
7.096613,11.367208,7.4758854,4.578864,2.2557592,6.8609915,3.7755165,7.056534,Item-Image\1013298_B.jpg
7.4127264,11.857388,7.373666,4.5188727,2.7291265,7.1109138,3.5790339,7.419121,Item-Image\1013298_F.jpg
5.991687,6.9220643,6.6367397,2.9848638,1.067163,4.527937,4.3009043,3.2024188,Item-Image\1013299_B.jpg
5.8107076,6.658329,6.5126877,2.9778786,1.0537679,4.402569,4.438732,3.0611768,Item-Image\1013299_F.jpg
6.634445,5.8847322,5.944721,2.6193686,1.4837513,4.9321957,4.481497,3.9544497,Item-Image\1013300_B.jpg
6.4941835,5.8144083,5.8837233,2.6545248,1.3058918,4.882319,4.4308643,3.7817297,Item-Image\1013300_F.jpg
6.074297,9.42388,7.241644,4.3801975,0.91377693,5.2857046,4.008882,5.1640244,Item-Image\1013301_B.jpg
6.0503845,9.429336,7.248558,4.409505,1.0132043,5.4044113,3.9746468,5.374461,Item-Image\1013301_F.jpg
6.0727453,8.564716,7.107886,3.9368424,0.8278364,4.9748535,4.1445637,4.3266463,Item-Image\1013302_B.jpg
6.239435,8.575295,7.110424,3.8208296,0.99140066,5.1121597,4.1569705,4.4972,Item-Image\1013302_F.jpg
5.6924543,6.498746,6.7823567,3.0595922,1.0156724,4.314923,4.653948,3.8146577,Item-Image\1013303_B.jpg
5.966798,7.1312437,6.880231,3.3274488,1.4557139,4.508723,4.4534526,3.9953587,Item-Image\1013303_F.jpg
6.738737,8.83692,7.092931,3.9814415,1.9810724,5.4639893,4.05585,5.021407,Item-Image\1013304_B.jpg
6.620912,8.52233,6.933307,3.7965531,1.8911071,5.320794,4.1777544,4.6176777,Item-Image\1013304_F.jpg
7.2991166,11.61618,7.223398,4.4178123,2.1918619,6.78733,3.5448647,6.7558246,Item-Image\1013305_B.jpg
7.207103,11.420004,7.164712,4.4156,2.0082767,6.720239,3.6432676,6.821195,Item-Image\1013305_F.jpg
6.211256,9.4061575,7.146769,3.9932775,1.1024725,5.339943,3.804443,4.602377,Item-Image\1013306_B.jpg
6.1441345,9.189304,7.0456104,4.1283274,1.1931783,5.1901245,3.8935204,4.4364653,Item-Image\1013306_F.jpg
6.9059086,11.707019,7.950304,4.3157196,1.5829874,6.4662433,3.7119954,5.947386,Item-Image\1013307_B.jpg
7.0064383,11.947111,7.8511553,4.3732924,1.7517895,6.5271606,3.651482,5.961401,Item-Image\1013307_F.jpg
7.122423,7.5388894,5.771266,3.346703,1.1992767,5.97439,3.9661899,5.076252,Item-Image\1013308_B.jpg
7.034753,7.568937,5.8376083,3.4089708,1.2631379,5.9536395,3.9176602,5.206618,Item-Image\1013308_F.jpg
6.081816,7.89499,7.230214,3.6053562,2.3313384,4.496649,4.37215,4.632929,Item-Image\1013309_B.jpg
6.1082697,7.896178,7.214289,3.6072187,2.3876853,4.521919,4.3799934,4.6970205,Item-Image\1013309_F.jpg
6.248735,7.69955,6.6432486,3.5113509,3.019815,4.9623413,4.4551105,5.1564703,Item-Image\1014001_B.jpg
6.3435173,8.00881,6.920802,3.5591843,3.2697139,4.846335,4.3174644,5.1587663,Item-Image\1014001_F.jpg
5.3802414,2.2259638,5.1133814,1.6208522,1.5377934,2.835246,5.082462,1.592448,Item-Image\1014002_B.jpg
5.3815403,2.151351,5.2149644,1.6326158,1.5612788,2.7759438,5.092526,1.6269212,Item-Image\1014002_F.jpg
3.6774764,0.37256545,4.685277,1.2508652,1.1483717,1.2614977,5.1095076,0.48872757,Item-Image\1014003_B.jpg
3.6162472,0.2664319,4.578576,1.2302449,1.1909416,1.209574,5.1075635,0.5144655,Item-Image\1014003_F.jpg
5.485134,7.058406,7.336169,3.1743073,2.3836508,3.6888013,4.6173515,2.9198592,Item-Image\1014004_B.jpg
5.5015507,7.242662,7.3807526,3.1377296,2.4064245,3.6744168,4.6403255,2.7001095,Item-Image\1014004_F.jpg
6.1358576,4.1159167,5.261916,2.2702835,2.231913,3.9944077,4.854718,3.4842644,Item-Image\1014005_B.jpg
6.1316166,4.1399813,5.1936846,2.257445,2.1531441,4.060306,4.862107,3.4472299,Item-Image\1014005_F.jpg
5.361541,4.3062134,6.1644044,2.2896938,2.022624,3.1193142,4.8067727,2.2435012,Item-Image\1014006_B.jpg
5.4262905,4.565092,6.1851883,2.3199096,2.0531225,3.2344766,4.767706,2.2575796,Item-Image\1014006_F.jpg
6.0748577,7.137493,6.9185867,3.0951428,2.5498285,4.3057914,4.7566767,4.207963,Item-Image\1014007_B.jpg
6.0811424,6.93056,6.977498,3.118417,2.6459677,4.234131,4.7844353,4.37911,Item-Image\1014007_F.jpg
5.728104,6.1913753,6.8524637,2.7559123,2.4103081,3.7285273,4.8074694,3.2573943,Item-Image\1014008_B.jpg
5.718418,6.064936,6.8166604,2.7879312,2.3590045,3.6536846,4.874422,3.2958746,Item-Image\1014008_F.jpg
5.7425528,4.584985,6.089605,2.291133,2.2276702,3.6032875,4.957676,2.9490263,Item-Image\1014009_B.jpg
5.732498,4.4666705,6.018877,2.2696617,2.2037768,3.5406759,4.9805274,2.8791318,Item-Image\1014009_F.jpg
4.9810753,4.4161053,6.32151,2.264272,1.6846336,2.7582142,4.9858937,1.8430734,Item-Image\1014010_B.jpg
5.060979,4.601769,6.4195924,2.2894154,1.700324,2.8061357,4.9790926,1.8785594,Item-Image\1014010_F.jpg
3.5960445,0.28113282,4.566449,1.2281816,1.1843259,1.192594,5.102462,0.5080845,Item-Image\1014011_B.jpg
3.593416,0.27488506,4.5590987,1.2280772,1.1876576,1.1914287,5.1034007,0.5105817,Item-Image\1014011_F.jpg
5.4586906,4.1014204,6.029275,2.123773,1.9907417,3.2622435,4.994731,2.4118357,Item-Image\1014012_B.jpg
5.5355606,4.0216513,5.915463,2.091371,2.1009884,3.1979756,5.00356,2.3420162,Item-Image\1014012_F.jpg
6.602957,8.476881,7.3400307,3.774467,1.9089453,5.4227285,4.251195,5.729794,Item-Image\1014013_B.jpg
6.5526795,8.284325,7.3442593,3.724358,1.9527819,5.3158803,4.2487698,5.638983,Item-Image\1014013_F.jpg
6.4364915,8.013223,7.3683043,3.6272497,1.7761817,4.893668,4.4368515,4.820796,Item-Image\1014014_B.jpg
6.4336014,7.9025183,7.380974,3.6132581,1.8313749,4.8869896,4.465695,4.858423,Item-Image\1014014_F.jpg
5.798877,5.0949755,6.3014483,2.5287995,1.4282932,3.8088777,4.6838856,3.0442772,Item-Image\1014015_B.jpg
5.813218,5.197619,6.522329,2.5735831,1.4010277,3.7709546,4.6569166,3.1843235,Item-Image\1014015_F.jpg
6.403123,6.195415,6.6644235,2.9552135,1.5948803,4.4839664,4.608684,4.1703024,Item-Image\1014016_B.jpg
6.480889,6.101349,6.457947,2.9043596,1.7078432,4.6145163,4.5538807,4.3589253,Item-Image\1014016_F.jpg
6.5328827,5.51318,6.1522665,2.7309022,1.9154453,4.7170806,4.4941826,4.6735554,Item-Image\1014017_B.jpg
6.393159,5.3990593,6.1482506,2.7278929,1.8957458,4.637638,4.463473,4.578492,Item-Image\1014017_F.jpg
6.2980976,6.7744913,6.9895935,3.2460995,1.5967863,4.5318995,4.496043,4.278535,Item-Image\1014018_B.jpg
6.393912,6.917493,6.962918,3.2634552,1.7227088,4.66382,4.4847813,4.4838457,Item-Image\1014018_F.jpg
5.351192,3.3849964,5.9160566,2.0021107,1.2675042,2.9719067,4.874962,1.9810119,Item-Image\1014019_B.jpg
5.31047,3.3094063,5.831518,1.9107326,1.2747378,2.9461656,4.880974,1.9125414,Item-Image\1014019_F.jpg
6.806119,9.76877,7.0222816,3.9340668,3.0108638,5.404295,3.979755,5.53465,Item-Image\1014020_B.jpg
6.7785225,9.592642,7.137331,4.08564,3.1171584,5.4653745,3.8571644,6.018878,Item-Image\1014020_F.jpg
6.1703033,8.995404,7.3074446,3.6721616,2.5311782,4.6559877,4.149412,4.2340813,Item-Image\1014021_B.jpg
6.1879478,9.046904,7.232621,3.7535126,2.2929776,4.6152945,4.1098704,3.9756498,Item-Image\1014021_F.jpg
5.9934187,6.522131,6.605606,2.7734373,1.8835821,4.0108624,4.463084,3.0374374,Item-Image\1014022_B.jpg
6.0262127,6.4427876,6.5590973,2.8032138,1.8767679,4.1137238,4.4496408,3.1330037,Item-Image\1014022_F.jpg
4.572502,3.2615602,5.770772,1.9177206,1.2655172,2.297363,5.094872,1.2092493,Item-Image\1014023_B.jpg
4.105317,1.5146667,5.234372,1.4344158,1.0297515,1.5993795,5.1431255,0.5834265,Item-Image\1014023_F.jpg
5.7613173,6.63019,6.3028793,3.2053962,2.6795788,3.896669,4.790257,3.6803117,Item-Image\1014024_B.jpg
5.703092,6.10869,6.351015,3.2679434,2.7286332,3.6078844,4.8297696,3.5735216,Item-Image\1014024_F.jpg
6.245247,7.2260804,7.2345333,3.328845,2.1500926,4.690846,4.6029634,5.0332766,Item-Image\1014025_B.jpg
6.3677826,7.4727736,7.6262217,3.4278352,2.228653,4.6706724,4.7138815,5.1840553,Item-Image\1014025_F.jpg
4.7821584,1.7807174,5.20219,1.5362575,1.5392454,2.196652,5.125595,1.1485198,Item-Image\1014026_B.jpg
4.4858923,1.2203993,5.00299,1.3878963,1.4470088,1.9372282,5.1296015,0.9126586,Item-Image\1014026_F.jpg
4.5867424,1.5986619,5.083947,1.4463959,1.2511945,2.0400164,5.0285363,0.95161825,Item-Image\1014027_B.jpg
4.4841433,1.3204633,5.006587,1.3813496,1.2589679,1.9513414,5.0379114,0.88511145,Item-Image\1014027_F.jpg
4.9705057,3.6594684,5.7027645,2.0942771,1.6641061,2.6363354,4.997241,1.679883,Item-Image\1014028_B.jpg
4.9982295,3.54314,5.72163,2.1397023,1.659871,2.554161,5.025325,1.7065804,Item-Image\1014028_F.jpg
5.0667996,3.872445,6.1763496,2.133947,1.3489392,2.7635145,4.934121,1.9273405,Item-Image\1014029_B.jpg
5.0970583,3.901002,6.1649017,2.1292775,1.318955,2.78866,4.936816,1.9194585,Item-Image\1014029_F.jpg
6.6289988,9.511549,7.292656,4.067344,3.3417575,5.49634,4.1040173,6.0393686,Item-Image\1014030_B.jpg
6.629554,9.217577,7.279584,3.900384,3.3479967,5.436758,4.1601286,5.870139,Item-Image\1014030_F.jpg
6.806856,7.9281573,6.690343,3.5568912,3.1417542,5.456249,4.14082,5.5890083,Item-Image\1014031_B.jpg
6.7429895,7.820369,6.7242794,3.5043738,3.2943587,5.1707735,4.162221,5.3004537,Item-Image\1014031_F.jpg
6.259132,4.496477,5.8945475,2.2834156,2.237115,3.8093076,4.6932144,2.8301134,Item-Image\1014032_B.jpg
6.260358,4.5529466,5.980631,2.3001895,2.1518934,3.7759783,4.76952,2.7530313,Item-Image\1014032_F.jpg
4.342482,1.2986778,5.052291,1.399697,1.3363425,1.8747762,5.1805077,0.9738268,Item-Image\1014033_B.jpg
4.831242,1.8753443,5.487006,1.5738642,1.5337973,2.2669919,5.1972265,1.4308167,Item-Image\1014033_F.jpg
5.813046,6.7773924,6.92084,3.1779552,2.052443,3.9329505,4.843708,3.912212,Item-Image\1014034_B.jpg
5.7791843,6.8697042,6.916343,3.1570683,2.279163,3.962967,4.9163294,3.850404,Item-Image\1014034_F.jpg
5.7223573,6.1012816,6.656698,2.8440619,1.8772151,3.6877084,4.8604245,3.2074723,Item-Image\1014035_B.jpg
5.7106876,5.8524876,6.65341,2.8046088,1.9580194,3.6313014,4.930368,3.282864,Item-Image\1014035_F.jpg
5.5893517,4.4405847,6.0001125,2.2393823,1.6096455,3.260271,4.985602,2.4258695,Item-Image\1014036_B.jpg
5.6133556,4.27227,6.0341268,2.189933,1.6541309,3.2094717,4.9649487,2.4110975,Item-Image\1014036_F.jpg
3.8486102,1.3219494,5.03102,1.3750205,0.9395734,1.4350035,5.0459566,0.44372863,Item-Image\1014038_B.jpg
3.8158875,1.1621416,4.9568167,1.3465428,0.9800285,1.4062616,5.0775814,0.44613022,Item-Image\1014038_F.jpg
6.180389,7.4258986,6.630991,3.4249651,2.8857756,4.8638763,4.5750704,4.9877095,Item-Image\1014039_B.jpg
6.0826435,7.287781,6.756507,3.4439907,3.0504117,4.820137,4.507922,5.169216,Item-Image\1014039_F.jpg
5.908805,6.9066133,6.854436,3.2596817,2.353079,4.2736964,4.421991,4.4247694,Item-Image\1014040_B.jpg
5.877323,6.879641,6.8760405,3.2222703,2.3297067,4.25005,4.396431,4.465457,Item-Image\1014040_F.jpg
5.6397038,3.905349,5.4914856,2.2218654,1.8681476,3.5201812,4.90726,2.7225504,Item-Image\1014041_B.jpg
5.592972,3.8877683,5.5317125,2.2057743,1.8459774,3.4867651,4.9280567,2.671474,Item-Image\1014041_F.jpg
5.4263954,3.7637506,5.886218,2.106225,1.5968635,3.1698985,4.740291,2.4420357,Item-Image\1014042_B.jpg
5.4812946,3.6867976,5.7942324,2.078314,1.6364566,3.1724727,4.7547054,2.469053,Item-Image\1014042_F.jpg
5.0557404,3.8293145,5.7118206,2.158691,1.5660558,2.9002705,4.930551,1.9410934,Item-Image\1014043_B.jpg
5.109907,3.8909557,5.7342906,2.152925,1.5426974,2.9670596,4.9475684,1.9616647,Item-Image\1014043_F.jpg
4.9402156,3.5778918,6.0071173,2.08636,1.432007,2.62136,4.875407,1.8090819,Item-Image\1014044_B.jpg
4.955161,3.6161075,5.9129705,2.0563724,1.4187516,2.6670663,4.881295,1.7456605,Item-Image\1014044_F.jpg
6.0902486,7.7223845,6.771088,3.716814,3.1848302,4.9886537,4.4619465,5.580588,Item-Image\1014045_B.jpg
6.1213803,7.9369407,6.979703,3.7247548,3.3627312,5.0068693,4.4662304,5.680216,Item-Image\1014045_F.jpg
6.306938,8.86217,7.7574625,4.048871,1.8909774,5.4452877,4.2294903,6.2914605,Item-Image\1014046_B.jpg
6.166981,8.543362,7.5804157,3.9621925,1.8788326,5.2786665,4.1767206,6.0334997,Item-Image\1014046_F.jpg
5.3173094,3.4785697,5.5180893,2.087151,1.6854086,3.070734,4.934078,2.1172209,Item-Image\1014047_B.jpg
5.3475227,3.5352085,5.4644217,2.0830197,1.649337,3.0606737,4.9599876,2.0532725,Item-Image\1014047_F.jpg
5.5901423,3.8872623,6.037133,2.170556,1.1806674,3.283281,4.8383083,2.2467594,Item-Image\1014048_B.jpg
5.542308,3.86866,6.051148,2.1893764,1.1759919,3.2349942,4.8377056,2.2209022,Item-Image\1014048_F.jpg
5.6991262,3.8825777,5.5631332,2.243188,1.9548432,3.4510047,4.8592157,2.8232021,Item-Image\1014049_B.jpg
5.6942153,4.1028433,5.440141,2.286694,1.9228201,3.57699,4.872451,2.8631082,Item-Image\1014049_F.jpg
5.8659534,4.2479506,6.0185165,2.3101063,1.3260274,3.6530495,4.7478924,2.7899323,Item-Image\1014050_B.jpg
5.973086,4.313198,6.1308165,2.3100767,1.3043863,3.7107215,4.7982187,2.8875265,Item-Image\1014050_F.jpg
6.815209,9.687841,7.294426,4.022073,2.727305,5.9076834,4.01,6.01848,Item-Image\1014051_B.jpg
6.739627,9.617491,7.4883184,4.009727,2.836516,5.8081317,4.0362177,6.24084,Item-Image\1014051_F.jpg
6.5098057,6.158454,6.194617,2.911236,2.005031,4.692076,4.4227934,4.073305,Item-Image\1014052_B.jpg
6.403929,6.076911,6.210694,2.8171215,1.9253247,4.5685573,4.5046206,3.9156969,Item-Image\1014052_F.jpg
5.7644386,4.9062576,6.008526,2.4235148,1.4813949,3.599434,4.680811,2.380078,Item-Image\1014053_B.jpg
5.73318,4.7917995,6.1399875,2.4096255,1.5771886,3.514689,4.725543,2.4848318,Item-Image\1014053_F.jpg
6.5818467,6.1039686,6.185489,2.7797472,2.0685375,4.781436,4.422852,4.0863943,Item-Image\1014054_B.jpg
6.607011,6.036585,6.172795,2.7807908,2.0203083,4.7425404,4.4464397,4.085668,Item-Image\1014054_F.jpg
5.9708242,6.6353264,7.082616,3.3286033,2.6045816,3.9575038,4.5326095,4.067306,Item-Image\1014055_B.jpg
5.930646,6.550478,6.953128,3.2535882,2.622866,4.0221615,4.5402913,4.0949364,Item-Image\1014055_F.jpg
5.6336403,4.1679783,6.1153355,2.357671,2.0964189,3.2699454,4.754958,2.7271786,Item-Image\1014056_B.jpg
5.70097,4.442451,6.122787,2.4190645,2.0968997,3.4274368,4.7258525,2.8137867,Item-Image\1014056_F.jpg
5.251865,4.1564484,6.2514906,2.3038545,1.69993,2.8812757,4.841342,1.9938412,Item-Image\1014057_B.jpg
5.220097,4.013422,6.2148914,2.2726963,1.7641066,2.8493967,4.8345585,1.9888918,Item-Image\1014057_F.jpg
6.1390376,7.350698,7.016135,3.2206898,3.0102286,4.1538796,4.7219768,4.1787148,Item-Image\1014058_B.jpg
5.957136,7.2130504,7.216608,3.192843,2.9120603,4.2127857,4.604781,4.2573576,Item-Image\1014058_F.jpg
5.2983794,4.97019,6.4438114,2.5713186,1.9714664,3.1569529,4.891286,2.558346,Item-Image\1014059_B.jpg
5.288472,5.0231175,6.477638,2.5503588,1.9496691,3.1530256,4.8816304,2.5207114,Item-Image\1014059_F.jpg
5.6912017,4.97079,6.1975603,2.51102,2.182384,3.5625784,4.8374085,3.104042,Item-Image\1014060_B.jpg
5.6190157,4.8597794,6.1825914,2.4822135,2.1648304,3.5560603,4.896629,3.119709,Item-Image\1014060_F.jpg
5.9902625,6.784225,6.2446237,3.2495608,2.2553768,4.299902,4.7031837,4.0199594,Item-Image\1014062_B.jpg
5.8856106,6.672191,6.434267,3.290996,2.2466502,4.2684245,4.706793,4.2384667,Item-Image\1014062_F.jpg
3.618539,0.27899677,4.588625,1.2323959,1.1925634,1.2075365,5.1066856,0.5132227,Item-Image\1014063_B.jpg
4.084387,0.9275559,5.051057,1.3843565,1.5024388,1.5486102,5.266293,0.76958567,Item-Image\1014063_F.jpg
4.368206,2.3547559,5.4652925,1.7006667,1.2469728,1.9440172,5.0547953,0.8498525,Item-Image\1014064_B.jpg
4.318882,1.9100199,5.3596797,1.6063182,1.3371994,1.7861364,5.063629,0.6921461,Item-Image\1014064_F.jpg
6.5611567,8.414797,7.0825353,3.648269,3.3150961,5.0168524,4.193549,5.173749,Item-Image\1014065_B.jpg
6.578068,8.371203,7.0561824,3.6184347,3.206328,4.9381413,4.1866426,4.9168634,Item-Image\1014065_F.jpg
5.8449745,3.1169481,5.4936514,1.8648365,1.6463228,3.2693102,5.0619674,1.9842331,Item-Image\1014066_B.jpg
5.781238,2.8424618,5.5384445,1.824031,1.6883279,3.1848245,5.067526,2.0221367,Item-Image\1014066_F.jpg
4.235699,1.784622,5.292076,1.54479,1.3215356,1.7209847,5.0909567,0.6593634,Item-Image\1014068_B.jpg
4.4302745,2.2308815,5.4410305,1.6327181,1.3325274,1.8936782,5.0613904,0.80245554,Item-Image\1014068_F.jpg
5.7821083,6.118043,6.5045176,3.0801919,2.293795,3.9801645,4.9091477,3.7155135,Item-Image\1014069_B.jpg
5.8127546,5.9797063,6.5186296,3.085385,2.4181805,3.9142427,4.846593,3.8933518,Item-Image\1014069_F.jpg
5.24294,4.0778255,5.734587,2.2090151,1.6818415,3.0878086,4.967246,2.1737244,Item-Image\1014070_B.jpg
5.240492,4.092263,5.887397,2.2614625,1.7160589,3.0578458,4.9725666,2.2712455,Item-Image\1014070_F.jpg
3.7013664,0.49472773,4.7231865,1.2514337,1.1917361,1.270704,5.1272197,0.50325096,Item-Image\1014071_B.jpg
3.742499,0.67725676,4.8112226,1.2804302,1.1439402,1.3150251,5.1066637,0.48549655,Item-Image\1014071_F.jpg
5.2219763,5.5005245,6.5112824,2.8364687,1.9432759,3.2923827,4.9273686,2.7433174,Item-Image\1014072_B.jpg
5.2645755,5.79068,6.567234,2.8978662,1.945441,3.3527741,4.8981133,2.7785282,Item-Image\1014072_F.jpg
6.1193943,6.483222,6.5196643,3.2033544,2.5032964,4.3380175,4.6181107,4.0780654,Item-Image\1014074_B.jpg
6.020565,6.318774,6.53244,3.1358466,2.3594594,4.287695,4.704209,3.9986463,Item-Image\1014074_F.jpg
6.201991,5.1673145,6.0299215,2.5254977,2.7630982,4.13046,4.8059444,3.753632,Item-Image\1014075_B.jpg
6.214266,5.2620296,6.0401273,2.6852338,2.9194007,4.227068,4.7487564,3.9822912,Item-Image\1014075_F.jpg
5.354447,4.1900835,6.0068703,2.3414168,1.7330456,3.1894386,4.8984346,2.3313875,Item-Image\1014076_B.jpg
5.365837,4.1426115,5.9724703,2.3236227,1.77231,3.180851,4.9101205,2.2892876,Item-Image\1014076_F.jpg
5.1145105,3.7631066,6.0855117,2.1266158,1.7182686,2.7568429,5.0257907,1.6632617,Item-Image\1014077_B.jpg
5.0401983,3.5750966,6.0844474,2.0597413,1.7718794,2.7305036,5.0789223,1.709955,Item-Image\1014077_F.jpg
5.4172845,4.33744,6.0369806,2.378711,1.801595,3.2009797,4.8771715,2.338766,Item-Image\1014078_B.jpg
5.3930554,4.284298,6.048093,2.3989701,1.8572869,3.2636428,4.864252,2.4555888,Item-Image\1014078_F.jpg
5.356333,5.409665,6.595762,2.7665095,2.2848268,3.3892012,4.7849283,2.805363,Item-Image\1014079_B.jpg
5.384475,5.585025,6.826175,2.8163247,2.3005223,3.419647,4.8341475,2.909543,Item-Image\1014079_F.jpg
5.5430546,5.4104176,6.21212,2.9530754,2.3283887,3.7139487,4.925556,3.5811245,Item-Image\1014080_B.jpg
5.469515,5.278084,6.373371,2.9413397,2.2372584,3.5873332,4.849504,3.7648854,Item-Image\1014080_F.jpg
5.877742,3.929725,5.8539057,2.207322,2.6034503,3.7907548,5.1173344,3.6662965,Item-Image\1014081_B.jpg
5.898388,3.7842896,5.6454782,2.1958344,2.488276,3.6517627,5.043683,3.3555386,Item-Image\1014081_F.jpg
5.1092644,3.3151345,5.719431,2.1292262,1.6902636,2.8118324,4.9858475,2.144353,Item-Image\1014082_B.jpg
5.0954247,3.3779144,5.702737,2.1437573,1.6848743,2.8225381,4.9822206,2.1631804,Item-Image\1014082_F.jpg
4.9419584,4.4732065,6.3920937,2.479837,1.9092331,2.8679419,5.0517893,2.1589487,Item-Image\1014083_B.jpg
4.9531474,4.5064745,6.402091,2.5124903,1.9126799,2.9279416,4.9990263,2.2295268,Item-Image\1014083_F.jpg
3.6641893,0.44381747,4.6813173,1.2353072,1.1879246,1.2483152,5.1102595,0.5053684,Item-Image\1014084_B.jpg
3.737236,0.5486147,4.7439632,1.2566092,1.1854881,1.2902873,5.114509,0.4993384,Item-Image\1014084_F.jpg
5.5026016,5.394665,6.3477516,2.846449,2.1645608,3.5065522,4.944165,3.551683,Item-Image\1014085_B.jpg
5.5419908,5.335607,6.3874393,2.8979564,2.2324965,3.480356,4.911111,3.5269768,Item-Image\1014085_F.jpg
5.283845,4.936946,6.4012504,2.641894,1.866237,3.157213,4.9776382,2.784369,Item-Image\1014086_B.jpg
5.269406,4.9107103,6.368699,2.6537554,1.8452181,3.1173837,4.9645166,2.6990757,Item-Image\1014086_F.jpg
5.4852967,4.1674776,5.807992,2.3883576,1.9969984,3.2984443,4.9741755,3.0333157,Item-Image\1014087_B.jpg
5.4754395,3.93574,5.745849,2.3348851,2.004622,3.218723,4.9942675,3.127944,Item-Image\1014087_F.jpg
5.5329323,3.9056857,5.7570724,2.2896287,2.019877,3.2112424,4.992461,2.9930537,Item-Image\1014088_B.jpg
5.4802036,3.7959661,5.7602663,2.2974284,2.034814,3.168335,5.0164804,3.0783176,Item-Image\1014088_F.jpg
3.6009974,0.28012353,4.572176,1.2275416,1.1888943,1.1965855,5.104559,0.51027393,Item-Image\1014089_B.jpg
3.6195378,0.2864655,4.5886183,1.2294654,1.1876254,1.2100577,5.111668,0.5080587,Item-Image\1014089_F.jpg
5.451199,4.7189007,6.132702,2.577283,1.9614099,3.3101501,4.9862204,2.9888191,Item-Image\1014090_B.jpg
5.4329557,4.6745396,6.251381,2.580471,1.9351785,3.2521133,4.9598875,2.9760666,Item-Image\1014090_F.jpg
6.7881975,9.653954,7.309497,4.254084,2.2211227,5.9795804,4.0943575,6.232317,Item-Image\1014091_B.jpg
6.7039514,9.298321,7.4368253,4.293004,2.0299037,5.727341,4.0253673,6.1252394,Item-Image\1014091_F.jpg
6.792691,7.884999,6.834468,3.711368,1.9425839,5.543437,4.176699,5.58957,Item-Image\1014092_B.jpg
6.626221,7.6110706,6.8016624,3.7047863,1.9608182,5.3639736,4.183213,5.391448,Item-Image\1014092_F.jpg
6.005313,5.007366,6.186457,2.5635095,1.3641511,4.02465,4.660282,2.8986483,Item-Image\1014093_B.jpg
5.9899125,5.1041,6.217629,2.5893419,1.3942596,4.0868626,4.6928663,2.9730632,Item-Image\1014093_F.jpg
6.218285,7.1989584,6.8701973,3.2734075,1.3760235,4.5936074,4.4149246,3.7004588,Item-Image\1014094_B.jpg
6.2112703,7.12589,6.91373,3.2653599,1.3865447,4.5873766,4.410264,3.8071144,Item-Image\1014094_F.jpg
7.0450954,6.930002,6.2839165,3.466896,2.3795023,5.752217,4.221734,5.810389,Item-Image\1014095_B.jpg
6.963731,6.9439554,6.2198734,3.4612956,2.4210236,5.7708244,4.2353873,5.741482,Item-Image\1014095_F.jpg
6.663463,8.62071,7.2616606,3.9313173,1.9693357,5.3323097,4.216717,4.877245,Item-Image\1014096_B.jpg
6.6550694,8.343212,7.3563004,3.759348,1.9412711,5.1565304,4.201191,4.6835012,Item-Image\1014096_F.jpg
6.1784525,4.9297667,6.139664,2.5657759,1.6465154,4.18499,4.6742086,3.2582927,Item-Image\1014097_B.jpg
6.185564,4.8075595,6.1491985,2.5651648,1.6455923,4.1777954,4.717923,3.246175,Item-Image\1014097_F.jpg
6.919113,9.947784,7.4395475,4.367327,2.2228894,6.089381,3.9556637,6.502596,Item-Image\1014098_B.jpg
6.8871603,9.843355,7.4629183,4.3332014,2.2100322,6.047941,3.9845243,6.4735537,Item-Image\1014098_F.jpg
5.9900913,4.8843365,6.1737113,2.5612457,1.4159963,4.0766196,4.7223067,3.130004,Item-Image\1014099_B.jpg
6.0482125,5.0004263,6.1591377,2.5779486,1.4093974,4.071494,4.652132,3.008864,Item-Image\1014099_F.jpg
6.874304,8.043914,6.8835053,3.7761273,1.8937746,5.6795597,4.1771626,5.638174,Item-Image\1014100_B.jpg
6.852586,7.966895,6.748322,3.7657208,1.869112,5.602387,4.1054125,5.552679,Item-Image\1014100_F.jpg
6.625943,8.860475,7.4032183,4.028571,1.8952274,5.386037,4.0281105,5.1372967,Item-Image\1014101_B.jpg
6.610258,8.877163,7.430872,4.0237393,1.9061816,5.2839336,4.0610886,5.063504,Item-Image\1014101_F.jpg
6.8115096,10.033595,7.4325542,4.548722,2.1517487,6.0780506,3.9103117,6.4470024,Item-Image\1014102_B.jpg
6.8379974,9.99819,7.493123,4.4848695,2.1868865,6.107125,3.950316,6.5314064,Item-Image\1014102_F.jpg
6.5655403,8.976493,7.58944,4.0316343,1.964242,5.24946,4.0672407,5.018314,Item-Image\1014103_B.jpg
6.375413,8.853278,7.6256437,4.0116425,2.0571983,5.182372,4.150119,5.1847014,Item-Image\1014103_F.jpg
6.455882,7.458359,7.396716,3.4135332,2.070003,4.7485495,4.550913,5.01099,Item-Image\1014104_B.jpg
6.1320333,7.1297674,6.9894886,3.2640224,2.0897138,4.534602,4.5292606,4.678488,Item-Image\1014104_F.jpg
6.248935,7.857003,7.0476866,3.6549735,3.2545438,4.8067384,4.3876667,4.95749,Item-Image\1014105_B.jpg
